,finalist,variable,value
1159,Yvie Oddly_US_11_REG,8,0.0
1160,Brooke Lynn Hytes_US_11_REG,8,0.0
1161,A'keria Davenport_US_11_REG,8,2.0
1162,Silky Nutmeg Ganache_US_11_REG,8,5.0
1163,Jaida Essence Hall_US_12_REG,8,3.0
1164,Crystal Methyd_US_12_REG,8,3.0
1165,Gigi Goode_US_12_REG,8,1.0
1166,Symone_US_13_REG,8,0.0
1167,Kandy Muse_US_13_REG,8,0.0
1168,Gottmik_US_13_REG,8,3.0
1169,Rose_US_13_REG,8,5.0
1170,Angele Anang_THI_2_REG,8,4.0
1171,Kana Warrior_THI_2_REG,8,3.0
1172,Kandy Zyanide_THI_2_REG,8,3.0
1173,Lawrence Chaney_UK_2_REG,8,3.0
1174,Bimini Bon Boulash_UK_2_REG,8,5.0
1175,Tayce_UK_2_REG,8,0.0
1176,Ellie Diamond_UK_2_REG,8,1.0
1177,Tyra Sanchez_US_2_REG,8,3.0
1178,Raven_US_2_REG,8,5.0
1179,Jujubee_US_2_REG,8,0.0
1180,Raja_US_3_REG,8,1.0
1181,Manila Luzon_US_3_REG,8,1.0
1182,Alexis Mateo_US_3_REG,8,5.0
1183,Sharon Needles_US_4_REG,8,0.0
1184,Chad Michaels_US_4_REG,8,2.0
1185,Phi Phi O'Hara_US_4_REG,8,0.0
1186,Jinkx Monsoon_US_5_REG,8,3.0
1187,Alaska_US_5_REG,8,5.0
1188,Roxxxy Andrews_US_5_REG,8,1.0
1189,Bianca Del Rio_US_6_REG,8,5.0
1190,Adore Delano_US_6_REG,8,2.0
1191,Courtney Act_US_6_REG,8,2.0
1192,Violet Chachki_US_7_REG,8,3.0
1193,Ginger Minj_US_7_REG,8,0.0
1194,Pearl_US_7_REG,8,5.0
1195,Bob the Drag Queen_US_8_REG,8,0.0
1196,Kim Chi_US_8_REG,8,5.0
1197,Naomi Smalls_US_8_REG,8,3.0
1198,Sasha Velour_US_9_REG,8,3.0
1199,Peppermint_US_9_REG,8,5.0
1200,Shea Coulee_US_9_REG,8,3.0
1201,Trinity the Tuck_US_9_REG,8,1.0
1202,Kita Mean_AUS_1_REG,8,
1203,Art Simone_AUS_1_REG,8,
1204,Karen from Finance_AUS_1_REG,8,
1205,Scarlet Adams_AUS_1_REG,8,
1206,Carmen Farala_ESP_1_REG,8,
1207,Killer Queen_ESP_1_REG,8,
1208,Sagittaria_ESP_1_REG,8,
1209,Pupi Poisson_ESP_1_REG,8,
1210,Kylie Sonique Love_US_6_AS,8,3.0
1211,Ginger Minj_US_6_AS,8,5.0
1212,Ra'jah O'Hara_US_6_AS,8,2.0
1213,Eureka_US_6_AS,8,2.0
1214,Vanessa Van Cartier_HOL_2_REG,8,
1215,My Little Puny_HOL_2_REG,8,
1216,Vivaldi_HOL_2_REG,8,
1217,Ella Vaday_UK_3_REG,8,5.0
1218,Kitty Scott-Claus_UK_3_REG,8,5.0
1219,Krystal Versace_UK_3_REG,8,3.0
1220,Icesis Couture_CAN_2_REG,8,0.0
1221,Kendall Gender_CAN_2_REG,8,1.0
1222,Pythia_CAN_2_REG,8,5.0
1223,Farida Kant_ITA_1_REG,8,
1224,Elecktra Bionic_ITA_1_REG,8,
1225,Le Riche_ITA_1_REG,8,
1226,Luquisha Lubamba_ITA_1_REG,8,
1227,Blu Hydrangea_UK_1_WORLD,8,
1228,Mo Heart_UK_1_WORLD,8,
1229,Baga Chipz_UK_1_WORLD,8,
1230,Jujubee_UK_1_WORLD,8,
1231,Angeria Paris VanMichaels_US_14_REG,8,3.0
1232,Bosco_US_14_REG,8,2.0
1233,Daya Betty_US_14_REG,8,5.0
1234,Lady Camden_US_14_REG,8,1.0
1235,Willow Pill_US_14_REG,8,2.0
1236,Estrella Xtravaganza_ESP_2_REG,8,2.0
1237,Sharonne_ESP_2_REG,8,3.0
1238,Venedita Von Dash_ESP_2_REG,8,0.0
1239,Marina_ESP_2_REG,8,5.0
1240,Jinkx Monsoon_US_7_AS,8,2.0
1241,Monet X Change_US_7_AS,8,2.0
1242,Shea Coulee_US_7_AS,8,2.0
1243,Trinity the Tuck_US_7_AS,8,3.0
1244,Paloma_FRA_1_REG,8,
1245,La Grande Dame_FRA_1_REG,8,
1246,Soa de Muse_FRA_1_REG,8,
1247,Lolita Banana_FRA_1_REG,8,
1248,Gisele Lullaby_CAN_3_REG,8,3.0
1249,Jada Shada Hudson_CAN_3_REG,8,2.0
1250,Kimmy Couture_CAN_3_REG,8,0.0
1251,Miss Fiercalicious_CAN_3_REG,8,5.0
1252,Hanna Conda_AUS_2_REG,8,
1253,Kween Kong_AUS_2_REG,8,
1254,Spankie Jackzon_AUS_2_REG,8,
1255,Eva Le Queen_PH_1_REG,8,3.0
1256,Marina Summers_PH_1_REG,8,1.0
1257,Precious Paula Nicole_PH_1_REG,8,3.0
1258,Xilhouete_PH_1_REG,8,5.0
1259,Black Peppa_UK_4_REG,8,0.0
1260,Cheddar Gorgeous_UK_4_REG,8,5.0
1261,Danny Beard_UK_4_REG,8,3.0
1262,Jonbers Blonde_UK_4_REG,8,0.0
1263,La Diamond_ITA_2_REG,8,
1264,Aura Etherial_ITA_2_REG,8,
1265,Nehllenia_ITA_2_REG,8,
1266,Ra'jah O'Hara_CAN_1_WORLD,8,
1267,Rita Baga_CAN_1_WORLD,8,
1268,Silky Nutmeg Ganache_CAN_1_WORLD,8,
1269,Victoria Scone_CAN_1_WORLD,8,
1270,Anetra_US_15_REG,8,3.0
1271,Luxx Noir London_US_15_REG,8,2.0
1272,Mistress Isabelle Brookes_US_15_REG,8,3.0
1273,Sasha Colby_US_15_REG,8,5.0
1274,Athena Sorgelikis_BEL_1_REG,8,
1275,Drag Couenne_BEL_1_REG,8,
1276,Susan_BEL_1_REG,8,
1277,Admira Thunderpussy_SWE_1_REG,8,
1278,Fontana_SWE_1_REG,8,
1279,Vanity Vain_SWE_1_REG,8,
1280,Chad Michaels_US_1_AS,9,
1281,Raven_US_1_AS,9,
1282,Jujubee_US_1_AS,9,
1283,Shannel_US_1_AS,9,
1284,Alaska_US_2_AS,9,
1285,Detox_US_2_AS,9,
1286,Katya_US_2_AS,9,
1287,Roxxxy Andrews_US_2_AS,9,
1288,Trixie Mattel_US_3_AS,9,
1289,Kennedy Davenport_US_3_AS,9,
1290,BeBe Zahara Benet_US_3_AS,9,
1291,Shangela_US_3_AS,9,
1292,Monet X Change_US_4_AS,9,0.0
1293,Trinity the Tuck_US_4_AS,9,5.0
1294,Monique Heart_US_4_AS,9,4.0
1295,Naomi Smalls_US_4_AS,9,0.0
1296,Jujubee_US_5_AS,9,
1297,Shea Coulee_US_5_AS,9,
1298,Miz Cracker_US_5_AS,9,
1299,Priyanka_CAN_1_REG,9,3.0
1300,Rita Baga_CAN_1_REG,9,0.0
1301,Scarlett BoBo_CAN_1_REG,9,5.0
1302,Envy Peru_HOL_1_REG,9,
1303,Janey Jacke_HOL_1_REG,9,
1304,Ma'Ma Queen_HOL_1_REG,9,
1305,Miss Abby OMG_HOL_1_REG,9,
1306,Natalia Pilacam_THI_1_REG,9,
1307,Annee Maywong_THI_1_REG,9,
1308,Dearis Doll_THI_1_REG,9,
1309,The Vivienne_UK_1_REG,9,
1310,Divina de Campo_UK_1_REG,9,
1311,Baga Chipz_UK_1_REG,9,
1312,Bebe Zahara Benet_US_1_REG,9,
1313,Nina Flowers_US_1_REG,9,
1314,Rebbeca Glasscock_US_1_REG,9,
1315,Aquaria_US_10_REG,9,3.0
1316,Eureka_US_10_REG,9,0.0
1317,Kameron Michaels_US_10_REG,9,0.0
1318,Asia O'Hara_US_10_REG,9,5.0
1319,Yvie Oddly_US_11_REG,9,2.0
1320,Brooke Lynn Hytes_US_11_REG,9,3.0
1321,A'keria Davenport_US_11_REG,9,5.0
1322,Silky Nutmeg Ganache_US_11_REG,9,3.0
1323,Jaida Essence Hall_US_12_REG,9,5.0
1324,Crystal Methyd_US_12_REG,9,3.0
1325,Gigi Goode_US_12_REG,9,1.0
1326,Symone_US_13_REG,9,2.0
1327,Kandy Muse_US_13_REG,9,2.0
1328,Gottmik_US_13_REG,9,5.0
1329,Rose_US_13_REG,9,3.0
1330,Angele Anang_THI_2_REG,9,0.0
1331,Kana Warrior_THI_2_REG,9,0.0
1332,Kandy Zyanide_THI_2_REG,9,5.0
1333,Lawrence Chaney_UK_2_REG,9,3.0
1334,Bimini Bon Boulash_UK_2_REG,9,5.0
1335,Tayce_UK_2_REG,9,0.0
1336,Ellie Diamond_UK_2_REG,9,0.0
1337,Tyra Sanchez_US_2_REG,9,5.0
1338,Raven_US_2_REG,9,3.0
1339,Jujubee_US_2_REG,9,0.0
1340,Raja_US_3_REG,9,5.0
1341,Manila Luzon_US_3_REG,9,3.0
1342,Alexis Mateo_US_3_REG,9,2.0
1343,Sharon Needles_US_4_REG,9,5.0
1344,Chad Michaels_US_4_REG,9,3.0
1345,Phi Phi O'Hara_US_4_REG,9,1.0
1346,Jinkx Monsoon_US_5_REG,9,5.0
1347,Alaska_US_5_REG,9,3.0
1348,Roxxxy Andrews_US_5_REG,9,3.0
1349,Bianca Del Rio_US_6_REG,9,2.0
1350,Adore Delano_US_6_REG,9,0.0
1351,Courtney Act_US_6_REG,9,5.0
1352,Violet Chachki_US_7_REG,9,1.0
1353,Ginger Minj_US_7_REG,9,5.0
1354,Pearl_US_7_REG,9,0.0
1355,Bob the Drag Queen_US_8_REG,9,2.0
1356,Kim Chi_US_8_REG,9,2.0
1357,Naomi Smalls_US_8_REG,9,2.0
1358,Sasha Velour_US_9_REG,9,5.0
1359,Peppermint_US_9_REG,9,3.0
1360,Shea Coulee_US_9_REG,9,5.0
1361,Trinity the Tuck_US_9_REG,9,3.0
1362,Kita Mean_AUS_1_REG,9,
1363,Art Simone_AUS_1_REG,9,
1364,Karen from Finance_AUS_1_REG,9,
1365,Scarlet Adams_AUS_1_REG,9,
1366,Carmen Farala_ESP_1_REG,9,
1367,Killer Queen_ESP_1_REG,9,
1368,Sagittaria_ESP_1_REG,9,
1369,Pupi Poisson_ESP_1_REG,9,
1370,Kylie Sonique Love_US_6_AS,9,1.0
1371,Ginger Minj_US_6_AS,9,3.0
1372,Ra'jah O'Hara_US_6_AS,9,4.0
1373,Eureka_US_6_AS,9,0.0
1374,Vanessa Van Cartier_HOL_2_REG,9,
1375,My Little Puny_HOL_2_REG,9,
1376,Vivaldi_HOL_2_REG,9,
1377,Ella Vaday_UK_3_REG,9,5.0
1378,Kitty Scott-Claus_UK_3_REG,9,3.0
1379,Krystal Versace_UK_3_REG,9,0.0
1380,Icesis Couture_CAN_2_REG,9,2.0
1381,Kendall Gender_CAN_2_REG,9,2.0
1382,Pythia_CAN_2_REG,9,2.0
1383,Farida Kant_ITA_1_REG,9,
1384,Elecktra Bionic_ITA_1_REG,9,
1385,Le Riche_ITA_1_REG,9,
1386,Luquisha Lubamba_ITA_1_REG,9,
1387,Blu Hydrangea_UK_1_WORLD,9,
1388,Mo Heart_UK_1_WORLD,9,
1389,Baga Chipz_UK_1_WORLD,9,
1390,Jujubee_UK_1_WORLD,9,
1391,Angeria Paris VanMichaels_US_14_REG,9,2.0
1392,Bosco_US_14_REG,9,5.0
1393,Daya Betty_US_14_REG,9,1.0
1394,Lady Camden_US_14_REG,9,2.0
1395,Willow Pill_US_14_REG,9,3.0
1396,Estrella Xtravaganza_ESP_2_REG,9,0.0
1397,Sharonne_ESP_2_REG,9,3.0
1398,Venedita Von Dash_ESP_2_REG,9,5.0
1399,Marina_ESP_2_REG,9,0.0
1400,Jinkx Monsoon_US_7_AS,9,4.0
1401,Monet X Change_US_7_AS,9,5.0
1402,Shea Coulee_US_7_AS,9,3.0
1403,Trinity the Tuck_US_7_AS,9,2.0
1404,Paloma_FRA_1_REG,9,
1405,La Grande Dame_FRA_1_REG,9,
1406,Soa de Muse_FRA_1_REG,9,
1407,Lolita Banana_FRA_1_REG,9,
1408,Gisele Lullaby_CAN_3_REG,9,
1409,Jada Shada Hudson_CAN_3_REG,9,
1410,Kimmy Couture_CAN_3_REG,9,
1411,Miss Fiercalicious_CAN_3_REG,9,
1412,Hanna Conda_AUS_2_REG,9,
1413,Kween Kong_AUS_2_REG,9,
1414,Spankie Jackzon_AUS_2_REG,9,
1415,Eva Le Queen_PH_1_REG,9,3.0
1416,Marina Summers_PH_1_REG,9,5.0
1417,Precious Paula Nicole_PH_1_REG,9,3.0
1418,Xilhouete_PH_1_REG,9,0.0
1419,Black Peppa_UK_4_REG,9,0.0
1420,Cheddar Gorgeous_UK_4_REG,9,1.0
1421,Danny Beard_UK_4_REG,9,5.0
1422,Jonbers Blonde_UK_4_REG,9,3.0
1423,La Diamond_ITA_2_REG,9,
1424,Aura Etherial_ITA_2_REG,9,
1425,Nehllenia_ITA_2_REG,9,
1426,Ra'jah O'Hara_CAN_1_WORLD,9,
1427,Rita Baga_CAN_1_WORLD,9,
1428,Silky Nutmeg Ganache_CAN_1_WORLD,9,
1429,Victoria Scone_CAN_1_WORLD,9,
1430,Anetra_US_15_REG,9,2.0
1431,Luxx Noir London_US_15_REG,9,3.0
1432,Mistress Isabelle Brookes_US_15_REG,9,1.0
1433,Sasha Colby_US_15_REG,9,5.0
1434,Athena Sorgelikis_BEL_1_REG,9,
1435,Drag Couenne_BEL_1_REG,9,
1436,Susan_BEL_1_REG,9,
1437,Admira Thunderpussy_SWE_1_REG,9,
1438,Fontana_SWE_1_REG,9,
1439,Vanity Vain_SWE_1_REG,9,
1440,Chad Michaels_US_1_AS,10,
1441,Raven_US_1_AS,10,
1442,Jujubee_US_1_AS,10,
1443,Shannel_US_1_AS,10,
1444,Alaska_US_2_AS,10,
1445,Detox_US_2_AS,10,
1446,Katya_US_2_AS,10,
1447,Roxxxy Andrews_US_2_AS,10,
1448,Trixie Mattel_US_3_AS,10,
1449,Kennedy Davenport_US_3_AS,10,
1450,BeBe Zahara Benet_US_3_AS,10,
1451,Shangela_US_3_AS,10,
1452,Monet X Change_US_4_AS,10,
1453,Trinity the Tuck_US_4_AS,10,
1454,Monique Heart_US_4_AS,10,
1455,Naomi Smalls_US_4_AS,10,
1456,Jujubee_US_5_AS,10,
1457,Shea Coulee_US_5_AS,10,
1458,Miz Cracker_US_5_AS,10,
1459,Priyanka_CAN_1_REG,10,
1460,Rita Baga_CAN_1_REG,10,
1461,Scarlett BoBo_CAN_1_REG,10,
1462,Envy Peru_HOL_1_REG,10,
1463,Janey Jacke_HOL_1_REG,10,
1464,Ma'Ma Queen_HOL_1_REG,10,
1465,Miss Abby OMG_HOL_1_REG,10,
1466,Natalia Pilacam_THI_1_REG,10,
1467,Annee Maywong_THI_1_REG,10,
1468,Dearis Doll_THI_1_REG,10,
1469,The Vivienne_UK_1_REG,10,
1470,Divina de Campo_UK_1_REG,10,
1471,Baga Chipz_UK_1_REG,10,
1472,Bebe Zahara Benet_US_1_REG,10,
1473,Nina Flowers_US_1_REG,10,
1474,Rebbeca Glasscock_US_1_REG,10,
1475,Aquaria_US_10_REG,10,1.0
1476,Eureka_US_10_REG,10,3.0
1477,Kameron Michaels_US_10_REG,10,0.0
1478,Asia O'Hara_US_10_REG,10,3.0
1479,Yvie Oddly_US_11_REG,10,2.0
1480,Brooke Lynn Hytes_US_11_REG,10,3.0
1481,A'keria Davenport_US_11_REG,10,2.0
1482,Silky Nutmeg Ganache_US_11_REG,10,1.0
1483,Jaida Essence Hall_US_12_REG,10,5.0
1484,Crystal Methyd_US_12_REG,10,3.0
1485,Gigi Goode_US_12_REG,10,2.0
1486,Symone_US_13_REG,10,5.0
1487,Kandy Muse_US_13_REG,10,3.0
1488,Gottmik_US_13_REG,10,3.0
1489,Rose_US_13_REG,10,1.0
1490,Angele Anang_THI_2_REG,10,3.0
1491,Kana Warrior_THI_2_REG,10,4.0
1492,Kandy Zyanide_THI_2_REG,10,4.0
1493,Lawrence Chaney_UK_2_REG,10,
1494,Bimini Bon Boulash_UK_2_REG,10,
1495,Tayce_UK_2_REG,10,
1496,Ellie Diamond_UK_2_REG,10,
1497,Tyra Sanchez_US_2_REG,10,
1498,Raven_US_2_REG,10,
1499,Jujubee_US_2_REG,10,
1500,Raja_US_3_REG,10,3.0
1501,Manila Luzon_US_3_REG,10,3.0
1502,Alexis Mateo_US_3_REG,10,0.0
1503,Sharon Needles_US_4_REG,10,1.0
1504,Chad Michaels_US_4_REG,10,3.0
1505,Phi Phi O'Hara_US_4_REG,10,5.0
1506,Jinkx Monsoon_US_5_REG,10,3.0
1507,Alaska_US_5_REG,10,1.0
1508,Roxxxy Andrews_US_5_REG,10,5.0
1509,Bianca Del Rio_US_6_REG,10,5.0
1510,Adore Delano_US_6_REG,10,0.0
1511,Courtney Act_US_6_REG,10,1.0
1512,Violet Chachki_US_7_REG,10,5.0
1513,Ginger Minj_US_7_REG,10,0.0
1514,Pearl_US_7_REG,10,2.0
1515,Bob the Drag Queen_US_8_REG,10,
1516,Kim Chi_US_8_REG,10,
1517,Naomi Smalls_US_8_REG,10,
1518,Sasha Velour_US_9_REG,10,3.0
1519,Peppermint_US_9_REG,10,2.0
1520,Shea Coulee_US_9_REG,10,0.0
1521,Trinity the Tuck_US_9_REG,10,5.0
1522,Kita Mean_AUS_1_REG,10,
1523,Art Simone_AUS_1_REG,10,
1524,Karen from Finance_AUS_1_REG,10,
1525,Scarlet Adams_AUS_1_REG,10,
1526,Carmen Farala_ESP_1_REG,10,
1527,Killer Queen_ESP_1_REG,10,
1528,Sagittaria_ESP_1_REG,10,
1529,Pupi Poisson_ESP_1_REG,10,
1530,Kylie Sonique Love_US_6_AS,10,
1531,Ginger Minj_US_6_AS,10,
1532,Ra'jah O'Hara_US_6_AS,10,
1533,Eureka_US_6_AS,10,5.0
1534,Vanessa Van Cartier_HOL_2_REG,10,
1535,My Little Puny_HOL_2_REG,10,
1536,Vivaldi_HOL_2_REG,10,
1537,Ella Vaday_UK_3_REG,10,
1538,Kitty Scott-Claus_UK_3_REG,10,
1539,Krystal Versace_UK_3_REG,10,
1540,Icesis Couture_CAN_2_REG,10,
1541,Kendall Gender_CAN_2_REG,10,
1542,Pythia_CAN_2_REG,10,
1543,Farida Kant_ITA_1_REG,10,
1544,Elecktra Bionic_ITA_1_REG,10,
1545,Le Riche_ITA_1_REG,10,
1546,Luquisha Lubamba_ITA_1_REG,10,
1547,Blu Hydrangea_UK_1_WORLD,10,
1548,Mo Heart_UK_1_WORLD,10,
1549,Baga Chipz_UK_1_WORLD,10,
1550,Jujubee_UK_1_WORLD,10,
1551,Angeria Paris VanMichaels_US_14_REG,10,0.0
1552,Bosco_US_14_REG,10,0.0
1553,Daya Betty_US_14_REG,10,0.0
1554,Lady Camden_US_14_REG,10,0.0
1555,Willow Pill_US_14_REG,10,0.0
1556,Estrella Xtravaganza_ESP_2_REG,10,
1557,Sharonne_ESP_2_REG,10,
1558,Venedita Von Dash_ESP_2_REG,10,
1559,Marina_ESP_2_REG,10,
1560,Jinkx Monsoon_US_7_AS,10,5.0
1561,Monet X Change_US_7_AS,10,3.0
1562,Shea Coulee_US_7_AS,10,2.0
1563,Trinity the Tuck_US_7_AS,10,4.0
1564,Paloma_FRA_1_REG,10,
1565,La Grande Dame_FRA_1_REG,10,
1566,Soa de Muse_FRA_1_REG,10,
1567,Lolita Banana_FRA_1_REG,10,
1568,Gisele Lullaby_CAN_3_REG,10,
1569,Jada Shada Hudson_CAN_3_REG,10,
1570,Kimmy Couture_CAN_3_REG,10,
1571,Miss Fiercalicious_CAN_3_REG,10,
1572,Hanna Conda_AUS_2_REG,10,
1573,Kween Kong_AUS_2_REG,10,
1574,Spankie Jackzon_AUS_2_REG,10,
1575,Eva Le Queen_PH_1_REG,10,
1576,Marina Summers_PH_1_REG,10,
1577,Precious Paula Nicole_PH_1_REG,10,
1578,Xilhouete_PH_1_REG,10,
1579,Black Peppa_UK_4_REG,10,
1580,Cheddar Gorgeous_UK_4_REG,10,
1581,Danny Beard_UK_4_REG,10,
1582,Jonbers Blonde_UK_4_REG,10,
1583,La Diamond_ITA_2_REG,10,
1584,Aura Etherial_ITA_2_REG,10,
1585,Nehllenia_ITA_2_REG,10,
1586,Ra'jah O'Hara_CAN_1_WORLD,10,
1587,Rita Baga_CAN_1_WORLD,10,
1588,Silky Nutmeg Ganache_CAN_1_WORLD,10,
1589,Victoria Scone_CAN_1_WORLD,10,
1590,Anetra_US_15_REG,10,0.0
1591,Luxx Noir London_US_15_REG,10,5.0
1592,Mistress Isabelle Brookes_US_15_REG,10,3.0
1593,Sasha Colby_US_15_REG,10,1.0
1594,Athena Sorgelikis_BEL_1_REG,10,
1595,Drag Couenne_BEL_1_REG,10,
1596,Susan_BEL_1_REG,10,
1597,Admira Thunderpussy_SWE_1_REG,10,
1598,Fontana_SWE_1_REG,10,
1599,Vanity Vain_SWE_1_REG,10,
1600,Chad Michaels_US_1_AS,11,
1601,Raven_US_1_AS,11,
1602,Jujubee_US_1_AS,11,
1603,Shannel_US_1_AS,11,
1604,Alaska_US_2_AS,11,
1605,Detox_US_2_AS,11,
1606,Katya_US_2_AS,11,
1607,Roxxxy Andrews_US_2_AS,11,
1608,Trixie Mattel_US_3_AS,11,
1609,Kennedy Davenport_US_3_AS,11,
1610,BeBe Zahara Benet_US_3_AS,11,
1611,Shangela_US_3_AS,11,
1612,Monet X Change_US_4_AS,11,
1613,Trinity the Tuck_US_4_AS,11,
1614,Monique Heart_US_4_AS,11,
1615,Naomi Smalls_US_4_AS,11,
1616,Jujubee_US_5_AS,11,
1617,Shea Coulee_US_5_AS,11,
1618,Miz Cracker_US_5_AS,11,
1619,Priyanka_CAN_1_REG,11,
1620,Rita Baga_CAN_1_REG,11,
1621,Scarlett BoBo_CAN_1_REG,11,
1622,Envy Peru_HOL_1_REG,11,
1623,Janey Jacke_HOL_1_REG,11,
1624,Ma'Ma Queen_HOL_1_REG,11,
1625,Miss Abby OMG_HOL_1_REG,11,
1626,Natalia Pilacam_THI_1_REG,11,
1627,Annee Maywong_THI_1_REG,11,
1628,Dearis Doll_THI_1_REG,11,
1629,The Vivienne_UK_1_REG,11,
1630,Divina de Campo_UK_1_REG,11,
1631,Baga Chipz_UK_1_REG,11,
1632,Bebe Zahara Benet_US_1_REG,11,
1633,Nina Flowers_US_1_REG,11,
1634,Rebbeca Glasscock_US_1_REG,11,
1635,Aquaria_US_10_REG,11,5.0
1636,Eureka_US_10_REG,11,3.0
1637,Kameron Michaels_US_10_REG,11,0.0
1638,Asia O'Hara_US_10_REG,11,3.0
1639,Yvie Oddly_US_11_REG,11,1.0
1640,Brooke Lynn Hytes_US_11_REG,11,5.0
1641,A'keria Davenport_US_11_REG,11,3.0
1642,Silky Nutmeg Ganache_US_11_REG,11,0.0
1643,Jaida Essence Hall_US_12_REG,11,0.0
1644,Crystal Methyd_US_12_REG,11,5.0
1645,Gigi Goode_US_12_REG,11,3.0
1646,Symone_US_13_REG,11,5.0
1647,Kandy Muse_US_13_REG,11,3.0
1648,Gottmik_US_13_REG,11,1.0
1649,Rose_US_13_REG,11,5.0
1650,Angele Anang_THI_2_REG,11,0.0
1651,Kana Warrior_THI_2_REG,11,4.0
1652,Kandy Zyanide_THI_2_REG,11,4.0
1653,Lawrence Chaney_UK_2_REG,11,
1654,Bimini Bon Boulash_UK_2_REG,11,
1655,Tayce_UK_2_REG,11,
1656,Ellie Diamond_UK_2_REG,11,
1657,Tyra Sanchez_US_2_REG,11,
1658,Raven_US_2_REG,11,
1659,Jujubee_US_2_REG,11,
1660,Raja_US_3_REG,11,0.0
1661,Manila Luzon_US_3_REG,11,5.0
1662,Alexis Mateo_US_3_REG,11,3.0
1663,Sharon Needles_US_4_REG,11,5.0
1664,Chad Michaels_US_4_REG,11,0.0
1665,Phi Phi O'Hara_US_4_REG,11,3.0
1666,Jinkx Monsoon_US_5_REG,11,0.0
1667,Alaska_US_5_REG,11,5.0
1668,Roxxxy Andrews_US_5_REG,11,3.0
1669,Bianca Del Rio_US_6_REG,11,3.0
1670,Adore Delano_US_6_REG,11,5.0
1671,Courtney Act_US_6_REG,11,1.0
1672,Violet Chachki_US_7_REG,11,5.0
1673,Ginger Minj_US_7_REG,11,3.0
1674,Pearl_US_7_REG,11,3.0
1675,Bob the Drag Queen_US_8_REG,11,
1676,Kim Chi_US_8_REG,11,
1677,Naomi Smalls_US_8_REG,11,
1678,Sasha Velour_US_9_REG,11,3.0
1679,Peppermint_US_9_REG,11,0.0
1680,Shea Coulee_US_9_REG,11,5.0
1681,Trinity the Tuck_US_9_REG,11,1.0
1682,Kita Mean_AUS_1_REG,11,
1683,Art Simone_AUS_1_REG,11,
1684,Karen from Finance_AUS_1_REG,11,
1685,Scarlet Adams_AUS_1_REG,11,
1686,Carmen Farala_ESP_1_REG,11,
1687,Killer Queen_ESP_1_REG,11,
1688,Sagittaria_ESP_1_REG,11,
1689,Pupi Poisson_ESP_1_REG,11,
1690,Kylie Sonique Love_US_6_AS,11,3.0
1691,Ginger Minj_US_6_AS,11,3.0
1692,Ra'jah O'Hara_US_6_AS,11,2.0
1693,Eureka_US_6_AS,11,5.0
1694,Vanessa Van Cartier_HOL_2_REG,11,
1695,My Little Puny_HOL_2_REG,11,
1696,Vivaldi_HOL_2_REG,11,
1697,Ella Vaday_UK_3_REG,11,
1698,Kitty Scott-Claus_UK_3_REG,11,
1699,Krystal Versace_UK_3_REG,11,
1700,Icesis Couture_CAN_2_REG,11,
1701,Kendall Gender_CAN_2_REG,11,
1702,Pythia_CAN_2_REG,11,
1703,Farida Kant_ITA_1_REG,11,
1704,Elecktra Bionic_ITA_1_REG,11,
1705,Le Riche_ITA_1_REG,11,
1706,Luquisha Lubamba_ITA_1_REG,11,
1707,Blu Hydrangea_UK_1_WORLD,11,
1708,Mo Heart_UK_1_WORLD,11,
1709,Baga Chipz_UK_1_WORLD,11,
1710,Jujubee_UK_1_WORLD,11,
1711,Angeria Paris VanMichaels_US_14_REG,11,2.0
1712,Bosco_US_14_REG,11,2.0
1713,Daya Betty_US_14_REG,11,2.0
1714,Lady Camden_US_14_REG,11,2.0
1715,Willow Pill_US_14_REG,11,2.0
1716,Estrella Xtravaganza_ESP_2_REG,11,
1717,Sharonne_ESP_2_REG,11,
1718,Venedita Von Dash_ESP_2_REG,11,
1719,Marina_ESP_2_REG,11,
1720,Jinkx Monsoon_US_7_AS,11,2.0
1721,Monet X Change_US_7_AS,11,4.0
1722,Shea Coulee_US_7_AS,11,5.0
1723,Trinity the Tuck_US_7_AS,11,2.0
1724,Paloma_FRA_1_REG,11,
1725,La Grande Dame_FRA_1_REG,11,
1726,Soa de Muse_FRA_1_REG,11,
1727,Lolita Banana_FRA_1_REG,11,
1728,Gisele Lullaby_CAN_3_REG,11,
1729,Jada Shada Hudson_CAN_3_REG,11,
1730,Kimmy Couture_CAN_3_REG,11,
1731,Miss Fiercalicious_CAN_3_REG,11,
1732,Hanna Conda_AUS_2_REG,11,
1733,Kween Kong_AUS_2_REG,11,
1734,Spankie Jackzon_AUS_2_REG,11,
1735,Eva Le Queen_PH_1_REG,11,
1736,Marina Summers_PH_1_REG,11,
1737,Precious Paula Nicole_PH_1_REG,11,
1738,Xilhouete_PH_1_REG,11,
1739,Black Peppa_UK_4_REG,11,
1740,Cheddar Gorgeous_UK_4_REG,11,
1741,Danny Beard_UK_4_REG,11,
1742,Jonbers Blonde_UK_4_REG,11,
1743,La Diamond_ITA_2_REG,11,
1744,Aura Etherial_ITA_2_REG,11,
1745,Nehllenia_ITA_2_REG,11,
1746,Ra'jah O'Hara_CAN_1_WORLD,11,
1747,Rita Baga_CAN_1_WORLD,11,
1748,Silky Nutmeg Ganache_CAN_1_WORLD,11,
1749,Victoria Scone_CAN_1_WORLD,11,
1750,Anetra_US_15_REG,11,5.0
